roc_auc,avg_precision,accuracy,balanced_accuracy,f1,confusion_matrix,subject,n,pos
0.5869282467138693,0.13316573146305996,0.8196428571428571,0.5377607052791381,0.1652892561983471,"[[4041, 528], [381, 90]]",008,5040,471
0.4792659675881793,0.00466208507765954,0.7834757834757835,0.5177550047664443,0.008695652173913044,"[[1648, 450], [6, 2]]",010,2106,8
0.542224880382775,0.2498256593708268,0.612453531598513,0.5292962519936204,0.3038397328881469,"[[568, 268], [149, 91]]",001,1076,240
